Gender,Age group,State or Territory,Currently pregnant,Number of children,Age of youngest child,Essential oils preferences,Natural ingredients importance,How often use baby bath products,How often use baby shampoo,Survey Question 11,Survey Question 12,Survey Question 13,Survey Question 14,Survey Question 15,Survey Question 16,Survey Question 17,Survey Question 18,Survey Question 19,Survey Question 20,Survey Question 21,Survey Question 22,Survey Question 23,Survey Question 24,Survey Question 25,Survey Question 26,Survey Question 27,Survey Question 28,Survey Question 29,Survey Question 30,Survey Question 31,Survey Question 32,Survey Question 33,Survey Question 34,Survey Question 35,Survey Question 36,Survey Question 37,Survey Question 38,Survey Question 39,Survey Question 40,Survey Question 41,Survey Question 42,Survey Question 43,Survey Question 44,Survey Question 45,Survey Question 46,Survey Question 47,Survey Question 48,Survey Question 49,Survey Question 50,Survey Question 51,Survey Question 52,Survey Question 53
Female,Male,Female,Female,Female,Male,Strongly Disagree,Strongly Agree,Sometimes,Never,Agree,Sometimes,Strongly Disagree,Disagree,Rarely,Disagree,Neutral,Often,Agree,Strongly Disagree,Often,Disagree,Neutral,Always,Agree,Agree,Often,Neutral,Strongly Agree,Always,Neutral,Neutral,Often,Agree,Disagree,Always,Disagree,Strongly Disagree,Always,Strongly Agree,Disagree,Rarely,Neutral,Strongly Disagree,Never,Strongly Agree,Disagree,Always,Strongly Agree,Strongly Agree,Rarely,Strongly Agree,Strongly Disagree
Male,Male,Female,Female,Female,Male,Strongly Agree,Strongly Agree,Rarely,Never,Strongly Agree,Sometimes,Strongly Disagree,Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Sometimes,Neutral,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Agree,Sometimes,Agree,Strongly Disagree,Always,Neutral,Strongly Disagree,Never,Strongly Agree,Neutral,Rarely,Strongly Disagree,Neutral,Always,Agree,Agree,Rarely,Disagree,Strongly Disagree,Always,Neutral,Strongly Disagree
Female,Female,Female,Male,Male,Male,Disagree,Agree,Sometimes,Always,Agree,Sometimes,Neutral,Agree,Sometimes,Neutral,Neutral,Often,Agree,Agree,Rarely,Neutral,Agree,Often,Strongly Disagree,Strongly Agree,Never,Strongly Disagree,Neutral,Always,Strongly Disagree,Strongly Disagree,Sometimes,Neutral,Strongly Agree,Never,Neutral,Agree,Sometimes,Strongly Disagree,Disagree,Often,Neutral,Disagree,Sometimes,Strongly Agree,Disagree,Often,Neutral,Strongly Disagree,Never,Strongly Agree,Strongly Disagree
Female,Male,Male,Female,Male,Female,Neutral,Strongly Agree,Often,Rarely,Disagree,Always,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Disagree,Rarely,Disagree,Strongly Agree,Never,Strongly Agree,Strongly Agree,Sometimes,Neutral,Neutral,Rarely,Neutral,Disagree,Sometimes,Strongly Agree,Neutral,Sometimes,Neutral,Agree,Never,Disagree,Neutral,Rarely,Disagree,Neutral,Rarely,Strongly Agree,Agree,Never,Strongly Disagree,Agree,Often,Neutral,Neutral,Rarely,Disagree,Agree
Female,Male,Female,Female,Male,Male,Agree,Neutral,Sometimes,Rarely,Strongly Disagree,Never,Disagree,Neutral,Sometimes,Strongly Agree,Disagree,Always,Strongly Disagree,Disagree,Rarely,Disagree,Disagree,Sometimes,Strongly Disagree,Neutral,Never,Neutral,Neutral,Never,Neutral,Disagree,Always,Strongly Agree,Strongly Agree,Rarely,Neutral,Neutral,Always,Strongly Agree,Disagree,Sometimes,Disagree,Strongly Agree,Rarely,Neutral,Agree,Never,Strongly Disagree,Agree,Always,Strongly Disagree,Strongly Agree
Female,Female,Male,Female,Male,Male,Strongly Agree,Neutral,Always,Always,Agree,Often,Neutral,Strongly Agree,Never,Neutral,Neutral,Rarely,Strongly Agree,Strongly Agree,Never,Disagree,Strongly Disagree,Always,Neutral,Disagree,Never,Neutral,Strongly Disagree,Always,Strongly Agree,Strongly Disagree,Rarely,Agree,Neutral,Rarely,Disagree,Disagree,Often,Neutral,Strongly Disagree,Never,Strongly Disagree,Agree,Never,Strongly Disagree,Strongly Agree,Always,Agree,Agree,Always,Neutral,Disagree
Male,Male,Female,Male,Male,Female,Agree,Strongly Agree,Rarely,Often,Strongly Agree,Always,Disagree,Neutral,Always,Disagree,Strongly Disagree,Often,Neutral,Strongly Disagree,Sometimes,Strongly Agree,Strongly Agree,Sometimes,Disagree,Disagree,Always,Agree,Strongly Disagree,Sometimes,Strongly Agree,Disagree,Always,Strongly Agree,Strongly Agree,Sometimes,Disagree,Neutral,Rarely,Neutral,Agree,Rarely,Strongly Disagree,Agree,Always,Neutral,Agree,Always,Strongly Disagree,Strongly Agree,Sometimes,Disagree,Neutral
Male,Male,Male,Female,Male,Female,Agree,Strongly Agree,Sometimes,Always,Disagree,Rarely,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Agree,Never,Disagree,Strongly Agree,Never,Strongly Agree,Neutral,Often,Agree,Strongly Agree,Sometimes,Agree,Strongly Disagree,Rarely,Strongly Disagree,Agree,Often,Disagree,Agree,Never,Strongly Disagree,Disagree,Never,Neutral,Neutral,Always,Strongly Agree,Disagree,Never,Strongly Agree,Agree,Rarely,Disagree,Agree,Always,Disagree,Agree
Female,Female,Male,Male,Female,Female,Strongly Disagree,Strongly Disagree,Often,Never,Strongly Disagree,Never,Neutral,Disagree,Never,Neutral,Agree,Never,Agree,Strongly Agree,Never,Neutral,Strongly Agree,Often,Agree,Neutral,Rarely,Strongly Agree,Strongly Agree,Sometimes,Strongly Disagree,Agree,Always,Strongly Disagree,Neutral,Rarely,Neutral,Agree,Always,Strongly Disagree,Neutral,Never,Disagree,Strongly Disagree,Often,Agree,Agree,Never,Strongly Disagree,Disagree,Always,Neutral,Strongly Disagree
Female,Female,Male,Female,Male,Male,Strongly Disagree,Disagree,Sometimes,Often,Agree,Rarely,Neutral,Agree,Sometimes,Disagree,Strongly Agree,Often,Disagree,Strongly Agree,Never,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Strongly Agree,Never,Strongly Disagree,Agree,Never,Neutral,Strongly Agree,Always,Neutral,Agree,Sometimes,Strongly Agree,Agree,Never,Neutral,Strongly Agree,Rarely,Disagree,Neutral,Never,Disagree,Disagree,Always,Strongly Agree,Disagree,Often,Neutral,Neutral
Male,Female,Female,Male,Male,Female,Neutral,Strongly Agree,Often,Sometimes,Strongly Agree,Often,Agree,Agree,Rarely,Strongly Disagree,Strongly Agree,Rarely,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Disagree,Rarely,Neutral,Disagree,Sometimes,Agree,Strongly Disagree,Often,Strongly Disagree,Strongly Disagree,Often,Neutral,Neutral,Always,Neutral,Disagree,Always,Agree,Disagree,Never,Strongly Disagree,Neutral,Never,Strongly Agree,Strongly Disagree,Often,Strongly Agree,Strongly Agree,Sometimes,Disagree,Strongly Disagree
Female,Female,Male,Female,Female,Female,Neutral,Disagree,Never,Always,Agree,Sometimes,Agree,Strongly Agree,Rarely,Strongly Agree,Neutral,Sometimes,Agree,Neutral,Never,Neutral,Disagree,Rarely,Strongly Agree,Disagree,Rarely,Strongly Disagree,Neutral,Often,Agree,Strongly Disagree,Rarely,Strongly Agree,Neutral,Always,Strongly Disagree,Strongly Agree,Sometimes,Disagree,Disagree,Often,Neutral,Strongly Agree,Often,Strongly Agree,Strongly Agree,Sometimes,Strongly Agree,Agree,Always,Agree,Strongly Disagree
Male,Female,Female,Male,Female,Male,Agree,Disagree,Often,Never,Strongly Disagree,Always,Disagree,Strongly Disagree,Always,Strongly Agree,Disagree,Sometimes,Strongly Disagree,Disagree,Often,Neutral,Neutral,Rarely,Disagree,Disagree,Rarely,Disagree,Strongly Disagree,Rarely,Strongly Disagree,Disagree,Never,Agree,Strongly Agree,Always,Agree,Disagree,Rarely,Strongly Disagree,Strongly Agree,Always,Strongly Disagree,Neutral,Never,Agree,Strongly Disagree,Always,Agree,Strongly Disagree,Always,Neutral,Agree
Male,Male,Male,Male,Female,Male,Strongly Agree,Strongly Agree,Rarely,Never,Strongly Agree,Rarely,Neutral,Agree,Never,Disagree,Agree,Always,Strongly Agree,Agree,Often,Strongly Disagree,Strongly Disagree,Always,Neutral,Disagree,Never,Strongly Disagree,Neutral,Sometimes,Neutral,Strongly Agree,Never,Neutral,Strongly Agree,Rarely,Strongly Agree,Disagree,Never,Disagree,Strongly Disagree,Never,Strongly Agree,Neutral,Often,Neutral,Strongly Agree,Often,Agree,Neutral,Never,Agree,Strongly Agree
Female,Male,Male,Male,Male,Male,Strongly Agree,Strongly Disagree,Rarely,Never,Strongly Disagree,Always,Agree,Disagree,Never,Disagree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Never,Disagree,Strongly Agree,Sometimes,Strongly Agree,Neutral,Sometimes,Disagree,Agree,Never,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Disagree,Never,Strongly Agree,Disagree,Always,Strongly Disagree,Neutral,Sometimes,Disagree,Strongly Agree,Sometimes,Strongly Agree,Agree,Sometimes,Strongly Disagree,Disagree,Often,Strongly Agree,Neutral
Male,Male,Male,Female,Female,Female,Strongly Disagree,Disagree,Sometimes,Sometimes,Neutral,Rarely,Strongly Agree,Neutral,Always,Strongly Disagree,Disagree,Sometimes,Agree,Disagree,Sometimes,Disagree,Agree,Always,Disagree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Agree,Often,Strongly Disagree,Agree,Often,Disagree,Agree,Sometimes,Strongly Disagree,Neutral,Never,Agree,Strongly Agree,Sometimes,Disagree,Disagree,Sometimes,Strongly Disagree,Disagree,Rarely,Neutral,Disagree,Often,Agree,Disagree
Male,Male,Female,Female,Female,Female,Disagree,Strongly Agree,Always,Sometimes,Strongly Disagree,Often,Agree,Agree,Often,Agree,Strongly Disagree,Often,Neutral,Disagree,Always,Agree,Strongly Agree,Always,Strongly Disagree,Agree,Never,Strongly Agree,Strongly Agree,Rarely,Neutral,Agree,Sometimes,Strongly Agree,Neutral,Never,Strongly Agree,Agree,Sometimes,Strongly Agree,Strongly Agree,Rarely,Disagree,Strongly Agree,Rarely,Strongly Agree,Disagree,Never,Agree,Strongly Agree,Sometimes,Disagree,Disagree
Female,Female,Male,Female,Male,Male,Neutral,Strongly Agree,Often,Rarely,Strongly Disagree,Always,Strongly Disagree,Neutral,Sometimes,Strongly Disagree,Strongly Disagree,Never,Strongly Disagree,Neutral,Rarely,Strongly Agree,Strongly Disagree,Always,Agree,Strongly Disagree,Sometimes,Neutral,Strongly Disagree,Rarely,Strongly Agree,Strongly Agree,Sometimes,Agree,Disagree,Rarely,Strongly Disagree,Disagree,Always,Neutral,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Disagree,Never,Strongly Agree,Agree,Sometimes,Agree,Disagree
Male,Male,Female,Female,Female,Male,Disagree,Strongly Disagree,Rarely,Often,Disagree,Often,Neutral,Strongly Disagree,Always,Agree,Strongly Agree,Sometimes,Disagree,Strongly Disagree,Never,Strongly Disagree,Neutral,Rarely,Agree,Strongly Agree,Never,Agree,Neutral,Always,Disagree,Neutral,Always,Disagree,Disagree,Sometimes,Neutral,Strongly Agree,Always,Agree,Disagree,Always,Neutral,Neutral,Sometimes,Agree,Neutral,Sometimes,Strongly Disagree,Strongly Agree,Often,Disagree,Agree
Male,Male,Male,Female,Male,Female,Disagree,Agree,Rarely,Rarely,Neutral,Always,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Disagree,Often,Neutral,Disagree,Sometimes,Neutral,Agree,Sometimes,Disagree,Agree,Often,Disagree,Strongly Agree,Sometimes,Strongly Agree,Agree,Always,Agree,Disagree,Never,Strongly Disagree,Strongly Disagree,Rarely,Disagree,Neutral,Often,Neutral,Neutral,Often,Agree,Strongly Agree,Always,Strongly Agree,Strongly Disagree,Never,Disagree,Neutral
Male,Male,Male,Female,Male,Male,Strongly Agree,Disagree,Always,Always,Strongly Agree,Often,Strongly Disagree,Strongly Disagree,Rarely,Strongly Agree,Agree,Never,Strongly Agree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Neutral,Always,Strongly Disagree,Strongly Disagree,Sometimes,Agree,Neutral,Always,Strongly Agree,Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Strongly Agree,Always,Agree,Agree,Never,Agree,Neutral,Often,Disagree,Disagree,Often,Neutral,Neutral
Male,Female,Female,Male,Male,Female,Disagree,Agree,Always,Rarely,Neutral,Always,Agree,Strongly Disagree,Never,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Strongly Disagree,Often,Agree,Neutral,Rarely,Strongly Disagree,Agree,Often,Strongly Agree,Agree,Always,Strongly Disagree,Neutral,Never,Strongly Agree,Strongly Disagree,Never,Neutral,Disagree,Always,Strongly Disagree,Neutral,Rarely,Disagree,Agree,Often,Disagree,Agree,Sometimes,Disagree,Strongly Agree,Often,Neutral,Disagree
Male,Female,Female,Female,Male,Male,Strongly Disagree,Strongly Disagree,Rarely,Never,Disagree,Never,Disagree,Strongly Agree,Often,Disagree,Strongly Disagree,Often,Disagree,Agree,Always,Agree,Strongly Disagree,Sometimes,Neutral,Strongly Disagree,Sometimes,Agree,Disagree,Never,Strongly Disagree,Strongly Agree,Never,Strongly Agree,Strongly Disagree,Rarely,Disagree,Disagree,Always,Strongly Disagree,Strongly Agree,Often,Strongly Agree,Agree,Always,Strongly Agree,Agree,Always,Strongly Disagree,Neutral,Rarely,Agree,Disagree
Male,Male,Female,Male,Female,Male,Agree,Agree,Never,Often,Strongly Agree,Rarely,Strongly Disagree,Neutral,Always,Strongly Disagree,Neutral,Often,Strongly Disagree,Strongly Agree,Always,Disagree,Strongly Agree,Rarely,Agree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Neutral,Always,Disagree,Strongly Agree,Always,Agree,Neutral,Always,Disagree,Strongly Disagree,Often,Agree,Strongly Disagree,Sometimes,Strongly Agree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Often,Strongly Agree,Agree
Male,Male,Male,Male,Female,Male,Strongly Disagree,Disagree,Sometimes,Always,Strongly Disagree,Often,Agree,Agree,Often,Disagree,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Never,Neutral,Disagree,Sometimes,Agree,Strongly Agree,Rarely,Strongly Disagree,Strongly Agree,Never,Disagree,Agree,Sometimes,Strongly Disagree,Disagree,Never,Strongly Disagree,Agree,Never,Disagree,Disagree,Often,Strongly Agree,Disagree,Always,Disagree,Strongly Disagree,Never,Neutral,Disagree,Rarely,Disagree,Neutral
Female,Female,Male,Male,Female,Male,Strongly Agree,Disagree,Often,Sometimes,Disagree,Rarely,Agree,Agree,Always,Strongly Agree,Disagree,Never,Strongly Agree,Agree,Never,Agree,Neutral,Rarely,Neutral,Disagree,Rarely,Strongly Disagree,Strongly Agree,Rarely,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Agree,Always,Strongly Agree,Disagree,Often,Disagree,Strongly Disagree,Often,Neutral,Strongly Disagree,Never,Strongly Disagree,Strongly Disagree,Sometimes,Agree,Disagree,Often,Agree,Strongly Disagree
Male,Male,Male,Female,Female,Female,Strongly Agree,Disagree,Sometimes,Rarely,Agree,Sometimes,Disagree,Strongly Disagree,Always,Neutral,Neutral,Sometimes,Neutral,Agree,Often,Strongly Agree,Agree,Rarely,Agree,Neutral,Sometimes,Neutral,Strongly Disagree,Rarely,Strongly Agree,Disagree,Often,Disagree,Neutral,Sometimes,Disagree,Strongly Disagree,Often,Disagree,Strongly Disagree,Always,Strongly Agree,Strongly Disagree,Often,Strongly Disagree,Neutral,Always,Neutral,Strongly Disagree,Always,Agree,Neutral
Female,Female,Male,Male,Male,Female,Agree,Strongly Agree,Rarely,Rarely,Strongly Agree,Always,Strongly Disagree,Disagree,Sometimes,Agree,Neutral,Never,Disagree,Neutral,Sometimes,Strongly Disagree,Neutral,Sometimes,Strongly Agree,Strongly Agree,Rarely,Disagree,Disagree,Always,Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Never,Strongly Disagree,Strongly Disagree,Sometimes,Neutral,Neutral,Sometimes,Strongly Disagree,Agree,Often,Neutral,Disagree,Never,Strongly Disagree,Strongly Agree,Often,Neutral,Strongly Agree
Female,Female,Female,Female,Female,Female,Agree,Agree,Always,Never,Neutral,Often,Agree,Neutral,Never,Agree,Neutral,Sometimes,Strongly Disagree,Disagree,Never,Disagree,Neutral,Sometimes,Disagree,Strongly Disagree,Sometimes,Strongly Agree,Neutral,Always,Strongly Disagree,Agree,Always,Disagree,Strongly Disagree,Often,Strongly Disagree,Disagree,Always,Disagree,Neutral,Always,Disagree,Agree,Sometimes,Agree,Strongly Disagree,Often,Neutral,Agree,Sometimes,Strongly Agree,Neutral
Male,Female,Male,Male,Male,Female,Disagree,Disagree,Always,Always,Strongly Agree,Sometimes,Strongly Disagree,Neutral,Never,Agree,Agree,Always,Neutral,Strongly Disagree,Always,Agree,Strongly Disagree,Always,Strongly Disagree,Neutral,Always,Disagree,Strongly Agree,Often,Agree,Strongly Disagree,Often,Disagree,Neutral,Rarely,Strongly Disagree,Disagree,Often,Agree,Agree,Often,Agree,Disagree,Sometimes,Strongly Disagree,Neutral,Rarely,Neutral,Strongly Disagree,Rarely,Neutral,Strongly Disagree
Female,Male,Female,Female,Male,Male,Strongly Disagree,Agree,Often,Sometimes,Neutral,Rarely,Strongly Disagree,Agree,Rarely,Agree,Disagree,Rarely,Agree,Strongly Agree,Rarely,Neutral,Strongly Disagree,Sometimes,Agree,Neutral,Sometimes,Strongly Disagree,Agree,Often,Strongly Agree,Strongly Agree,Never,Strongly Agree,Agree,Never,Strongly Disagree,Agree,Rarely,Disagree,Disagree,Rarely,Strongly Agree,Agree,Sometimes,Disagree,Strongly Agree,Never,Strongly Agree,Strongly Agree,Never,Strongly Agree,Neutral
Male,Female,Female,Female,Male,Male,Strongly Agree,Disagree,Sometimes,Sometimes,Strongly Agree,Often,Agree,Disagree,Never,Agree,Strongly Agree,Never,Strongly Agree,Neutral,Never,Disagree,Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Disagree,Sometimes,Agree,Strongly Disagree,Sometimes,Strongly Disagree,Agree,Sometimes,Disagree,Disagree,Often,Strongly Agree,Strongly Agree,Always,Agree,Strongly Agree,Rarely,Strongly Disagree,Neutral,Rarely,Neutral,Strongly Disagree,Always,Neutral,Disagree
Female,Female,Male,Male,Female,Male,Strongly Agree,Disagree,Sometimes,Often,Neutral,Always,Agree,Disagree,Often,Neutral,Neutral,Rarely,Strongly Disagree,Disagree,Never,Neutral,Disagree,Often,Strongly Agree,Agree,Never,Strongly Disagree,Agree,Sometimes,Strongly Agree,Strongly Disagree,Often,Disagree,Strongly Agree,Never,Strongly Agree,Agree,Always,Strongly Agree,Strongly Disagree,Never,Disagree,Strongly Disagree,Always,Disagree,Neutral,Sometimes,Strongly Disagree,Neutral,Sometimes,Strongly Agree,Neutral
Male,Male,Female,Male,Male,Male,Strongly Disagree,Strongly Disagree,Rarely,Always,Strongly Agree,Often,Agree,Neutral,Never,Agree,Neutral,Never,Agree,Neutral,Rarely,Strongly Agree,Strongly Disagree,Always,Agree,Neutral,Sometimes,Neutral,Disagree,Sometimes,Strongly Agree,Agree,Rarely,Disagree,Neutral,Never,Disagree,Neutral,Sometimes,Strongly Disagree,Neutral,Never,Disagree,Strongly Disagree,Sometimes,Agree,Agree,Sometimes,Agree,Disagree,Never,Agree,Disagree
Female,Female,Female,Male,Male,Female,Agree,Disagree,Sometimes,Often,Strongly Disagree,Always,Strongly Agree,Neutral,Always,Strongly Disagree,Disagree,Never,Strongly Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Agree,Sometimes,Agree,Disagree,Always,Strongly Disagree,Disagree,Always,Strongly Disagree,Agree,Rarely,Strongly Disagree,Strongly Disagree,Always,Strongly Disagree,Disagree,Rarely,Disagree,Strongly Disagree,Never,Strongly Agree,Agree,Never,Disagree,Neutral,Sometimes,Strongly Agree,Agree
Female,Male,Male,Male,Female,Male,Strongly Disagree,Strongly Agree,Never,Always,Neutral,Rarely,Agree,Strongly Agree,Rarely,Strongly Disagree,Disagree,Always,Disagree,Neutral,Sometimes,Neutral,Strongly Disagree,Rarely,Disagree,Agree,Never,Agree,Disagree,Often,Agree,Agree,Always,Agree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Rarely,Neutral,Disagree,Rarely,Disagree,Strongly Disagree,Always,Strongly Agree,Strongly Agree,Always,Neutral,Strongly Disagree,Always,Agree,Disagree
Male,Female,Male,Female,Female,Male,Disagree,Disagree,Never,Rarely,Strongly Agree,Rarely,Agree,Agree,Sometimes,Neutral,Agree,Sometimes,Neutral,Strongly Disagree,Sometimes,Strongly Disagree,Agree,Sometimes,Disagree,Strongly Agree,Never,Neutral,Strongly Agree,Rarely,Strongly Disagree,Neutral,Always,Neutral,Strongly Agree,Never,Neutral,Disagree,Always,Strongly Disagree,Strongly Agree,Sometimes,Agree,Agree,Always,Strongly Agree,Agree,Rarely,Disagree,Disagree,Sometimes,Agree,Neutral
Female,Male,Female,Female,Male,Male,Agree,Agree,Often,Always,Disagree,Always,Strongly Disagree,Strongly Agree,Sometimes,Strongly Agree,Strongly Agree,Often,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Disagree,Sometimes,Strongly Agree,Strongly Agree,Often,Agree,Strongly Agree,Always,Disagree,Strongly Disagree,Always,Neutral,Agree,Sometimes,Disagree,Strongly Disagree,Never,Disagree,Strongly Disagree,Always,Agree,Agree,Rarely,Agree,Strongly Disagree,Sometimes,Strongly Agree,Disagree,Sometimes,Disagree,Strongly Agree
Female,Female,Female,Female,Female,Female,Disagree,Disagree,Sometimes,Sometimes,Agree,Always,Agree,Neutral,Rarely,Agree,Agree,Often,Neutral,Strongly Agree,Never,Disagree,Strongly Agree,Rarely,Agree,Disagree,Never,Strongly Agree,Disagree,Sometimes,Agree,Strongly Agree,Always,Disagree,Neutral,Never,Disagree,Neutral,Always,Disagree,Disagree,Never,Strongly Disagree,Strongly Disagree,Always,Agree,Disagree,Never,Neutral,Neutral,Never,Neutral,Disagree
Female,Female,Male,Female,Male,Female,Agree,Neutral,Never,Rarely,Agree,Rarely,Strongly Disagree,Agree,Never,Agree,Agree,Often,Disagree,Neutral,Often,Neutral,Strongly Disagree,Often,Strongly Agree,Disagree,Sometimes,Neutral,Agree,Never,Neutral,Strongly Agree,Sometimes,Neutral,Neutral,Often,Strongly Agree,Neutral,Always,Neutral,Strongly Agree,Always,Agree,Neutral,Often,Strongly Disagree,Neutral,Sometimes,Strongly Agree,Agree,Always,Strongly Disagree,Agree
